quoteID;quotation;speaker;date;numOccurrences
2020-04-05-024986;The one benefit of using my iPhone video over a super-res video camera is that you don't see every wrinkle on my face.;Paul James;2020-04-05 16:06:45;2
2020-03-09-080363;You got to the end of that [ period ] and Apple had split up, and he said, `I want to do something different.' It was a new day and a fresh start.;Olivia Harrison;2020-03-09 16:21:30;3
2020-02-10-051789;Let's take a 10-year view -- because I was 55, 10 years ago -- Apple stock was at $27.87. So you may want to trade Apple? I would like over the last 10 years to invest in Apple. And I'm going to make another 10-year bet. I think they're that good.;Jim Cramer;2020-02-10 17:07:26;1
2020-03-10-059610;The leading smartphone makers in the world, including Apple aapl, Samsung kr:005930, Xiaomi, OPPO, and Vivo use Qualcomm's modems in some of their current or upcoming 5G phones,;David Wong;2020-03-10 17:28:32;1
2020-03-25-022589;I believe that Yeezy is the McDonald's and the Apple of apparel,;Kanye West;2020-03-25 00:00:00;9
2020-01-07-002781;Afternoon all. Beautiful day in January, last couple of days of the holiday for our lot. Managed to get them outside and off their iPads for a bit before they go back to school.;Ben Shephard;2020-01-07 11:07:21;1
2020-02-10-083508;They are some of our founders in a state that is known for its apple production and yet they are bringing in to the state of Michigan an understanding of apple cultivation on the hundreds of acres they owned,;None;2020-02-10 00:00:00;1
2020-03-12-091002;When we went to do the wish visit, all Cormac had on his iPad was footage from the fire departments in New York and Chicago. So there was no doubt about what his one true wish was,;Louise Walsh;2020-03-12 09:08:15;1
2020-01-30-128356;You've already heard Apple talking about figuring out how to replace some of the Chinese production,;Wilbur Ross;2020-01-30 11:10:34;2
2020-01-13-039077;It is very important to know with whom and about what the shooter was communicating before he died. We call on Apple and other technology companies to help us find a solution so that we can better protect the lives of Americans and prevent future attacks.;William Barr;2020-01-13 23:47:51;1
2020-01-06-029156;I wouldn't want to discourage people from planting apple trees in their gardens. What I would like to discourage is people randomly planting apple trees in the wild. We want to keep wild apples wild. Another thing is not chucking your apple core out of the window. I'm guilty of it as well.;Markus Ruhsam;2020-01-06 14:03:21;1
2020-01-28-014164;Congress provided for a hearing and for judicial review `after a hearing' before the Appeals Council even existed... A primary application for benefits may not be denied without an ALJ hearing. Moreover, the claimant's access to this first bite at the apple is indeed a matter of legislative right rather than agency grace.;Sonia Sotomayor;2020-01-28 17:31:25;3
2020-04-05-010016;I mean, it's one heck of an operation. I've got like shoeboxes piled up and my iPad on top of that, because I was very conscious of eye level, because a lot of people... you look up their nostrils.;Jim Donovan;2020-04-05 09:00:13;1
2020-04-07-071467;Yeah? Seems I remember that some folks here had a hissy fit when Amazon and Apple opened cashless stores. I...;None;2020-04-07 11:30:56;2
2020-01-24-037525;I was thinking about that as I prepared to rise today because, what's more American than baseball and apple pie?;Hakeem Jeffries;2020-01-24 02:00:05;1
2020-01-30-000944;A beautiful candy apple red guitar in pretty much mint condition;None;2020-01-30 03:47:34;1
2020-01-16-105198;We wanted to take the time to understand the situation at hand -- and after reviewing the information available to us, including documentation of the filmmakers' research, we've decided to make this important and enlightening film available to viewers. `The Banker,' starring Anthony Mackie, Samuel L. Jackson, Nia Long and Nicholas Hoult will be released theatrically on March 6, 2020 and available on Apple TV Plus on March 20, 2020.;None;2020-01-16 19:19:10;8
2020-04-10-052045;We appreciate that Apple and Google have made a commitment to protect privacy,;Kurt Opsahl;2020-04-10 12:23:00;3
2020-01-13-072831;There was a recipe for mock apple pie,;Kim Dalton;2020-01-13 17:42:00;1
2020-02-07-093722;They are separate missions -- one is an apple and one is an orange,;David Neeleman;2020-02-07 15:30:44;1
2020-03-20-017138;Gave this to my wife for her birthday and our upcoming trip to the Magic Kingdom! She said the inside will hold her iPhone and lipstick, and on the backside is a slot to hold her debit card... she also loves the magnetic flap to hold it all in.;None;2020-03-20 21:11:38;1
2020-02-10-096653;We in Freedom Under Law now look forward to rotten apples in the NPA [ National Prosecuting Authority ] responsible for instituting and pursuing these bogus charges -- being swiftly identified and dealt with,;Johann Kriegler;2020-02-10 12:43:00;1
2020-04-15-001462;A very high percentage of the heirloom apples are what we call quick spitters,;None;2020-04-15 00:00:00;1
2020-03-16-004789;Apple and its two wholesalers have agreed not to compete with each other and to prevent distributors from competing with each other, thereby sterilising the wholesale market for Apple products,;None;2020-03-16 10:20:00;1
2020-01-28-010474;Both suppliers and their client [ Apple ] are more aggressive this year than last year,;None;2020-01-28 01:01:06;2
2020-01-31-041342;I would think in that case it's more likely that the iPhone comes first but there's no doubt in my mind that there's some people that came into the ecosystem with the Watch.;Tim Cook;2020-01-31 20:15:00;1
2020-01-05-002722;Apple rolled into the TV game with The Morning Show, a superb drama about dignity and doing the right thing, made by a company that runs sweat shops in China.;Dame Judi Dench;2020-01-05 00:00:00;1
2020-03-16-004788;Apple and its two wholesalers agreed not to compete with each other and to prevent distributors from competing with each other, thereby sterilizing the wholesale market for Apple products.;None;2020-03-16 12:39:06;7
2020-03-21-034385;There was no question that he was the apple of his father's eye.;Joseph Westphal;2020-03-21 09:00:21;2
2020-02-21-003947;And it's not a China problem, it's a world problem. Every manufacturer has input that comes from China, a car manufacturer in Germany, Apple in the US,;Richard White;2020-02-21 06:17:07;2
2020-03-04-014159;flagship models from Apple and Chinese vendors to launch in [ the second half of 2020 ] can be delayed by months.;Annette Zimmermann;2020-03-04 16:29:47;1
2020-03-16-035054;Its called the Coronavirus and its now as American as apple pie so stop racist comments,;Mia Farrow;2020-03-16 23:37:51;1
2020-02-26-069966;The way the ethos in the bank is and in the digital world is you have to work together as a team - you deliver the brand at the customer touchpoint, you have to remove the hierarchies. We started working about two-and-half years back on this - on what we want as a change in the bank because we saw telecommunications, computing, social mobility and artificial intelligence coming in. The Amazons and the Apple Pay took good advantage of this. We thought we could also do it to change our systems, that is our processing, our credit, our marketing, our technology everything and come in with the superior offering that could compete with an Amazon or a Google and provide a greater service.;None;2020-02-26 22:09:06;1
2020-02-28-077608;Virginia's position as a top destination for artisanal ciders stems from our deep roots in the apple industry. My administration is proud to support projects such as this one that create new jobs and help revitalize our cities, while also creating new markets for our farmers.;Ralph Northam;2020-02-28 11:03:20;1
2020-03-17-087113;We've identified these as foreign missions under American law. These aren't apples to apples, and I regret China's decision today to further foreclose the world's ability to conduct free press operations.;Mike Pompeo;2020-03-17 23:53:43;24
2020-04-09-028792;iPhones and freezers have also been popular search terms. Kiwis are also searching for non-essential items such as PS4s, Xbox Ones and Nintendo Switches during lockdown, although those cannot be sent to buyers during alert level 4.;Lisa Stewart;2020-04-09 19:16:55;1
2020-01-05-025092;No one else will be called any kind of `mom' name in English, Arabic, not an `Umi' or anything else in other languages by her. I will not let anybody bribe her and change her by using material things against me, iPhones and other things. She will be raised as a human being, who cares for humanity and stands by the right principles,;None;2020-01-05 13:51:09;1
2020-03-27-047629;TCC Gives was able to donate the iPads to us and they immediately ship them to us,;None;2020-03-27 01:37:15;1
2020-02-10-028873;I have a plane that costs me a lot, something like a million dollars a year or something of that sort. If I used the iPhone -- and I use an iPad a lot, if I used the iPhone like my friends do, I'd rather give up the plane.;Warren Buffett;2020-02-10 17:38:48;1
2020-02-14-044204;I'm saddened to read this, we have our wedding booked at The Barnyard & have loved getting apple juice & chutneys from the shop just as an excuse to visit.;Laura Rogers;2020-02-14 17:39:00;1
2020-01-27-076565;There is a growing call for action globally as the world's digital giants, such as Google, Amazon, Facebook, and Apple face antitrust investigations in the US and Europe for many of the same issues identified by the CCI in its report,;Abdullah Hussain;2020-01-27 00:00:00;1
2020-02-17-077791;We had a moment of, `oh Apple wishes to give an explanation for this one better!;None;2020-02-17 07:21:53;1
2020-02-25-017503;He had an uncanny ability to problem-solve and think outside the box, and left his mark on many apple technologies and facilities across our province.;Matt Peters;2020-02-25 13:02:00;1
2020-01-16-049909;It's a tough call Mr. President. Apple is supporting ppl's right to privacy. Have you seen what our Govt. has been doing to spy on us?;None;2020-01-16 00:00:00;1
2020-03-03-047413;Shot on iPhone Night mode challenge;None;2020-03-03 17:23:27;1
2020-01-08-065933;speaks to the underlying strength that Cupertino is having monetizing its golden jewel installed base of 925 million iPhones worldwide,;None;2020-01-08 20:04:40;4
2020-02-10-000479;, Waititi launched into a hilariously absurd rant about how Apple keyboards are terrible. Seemingly a Mac user, he said that the keys get stuck and the bouncing action is so bad that they almost make him want to get a PC.;None;2020-02-10 10:47:56;1
2020-01-13-051623;on Apple and other technology companies to help us find a solution so that we can better protect the lives of Americans and prevent future attacks.;William P. Barr;2020-01-13 23:00:43;1
2020-04-07-042783;She's there to smile when I feel glum / And to wipe up my apple crisp Metamucil crumbs,;Howard Stern;2020-04-07 15:48:46;1
2020-01-21-079105;The squad comprised of `King & Blacky' (Raja & Kali) indicated presence of narcotics in a truck bearing number PB07AF-4571 ″, SSP said, adding that the truck was subjected to further checking by unloading the boxes full of apples. During unloading, the dog squad detected the boxes full of narcotics and these boxes were beneath the apple boxes, Singh informed. It was the expertise of dog squad only followed by human efforts that could detect the 33 boxes of poppy straw weighing 300 kilograms from a total of 641 boxes of apples;None;2020-01-21 21:49:42;1
2020-03-12-005264;are a bit like apples and pears,;None;2020-03-12 12:08:08;2
2020-01-29-047193;Importantly, around half of the customers purchasing Macs and iPads around the world during the quarter were new to that product,;Luca Maestri;2020-01-29 12:24:42;2
2020-01-29-088635;the iPhone 11 is doing particularly well there.;Tim Cook;2020-01-29 01:28:37;2
2020-01-15-006632;Apple ought to do it,;Rick Scott;2020-01-15 11:00:23;1
2020-04-03-054685;The Facebook representatives stated that Facebook was concerned that its method for gathering user data through Onavo Protect was less effective on Apple devices than on Android devices,;Mark Zuckerberg;2020-04-03 00:00:00;3
2020-01-16-099365;We call on Apple and other technology companies to help us find a solution so that we can better protect the lives of the American people and prevent future attacks.;William Barr;2020-01-16 11:00:45;23
2020-02-22-002462;Apple AirPods (X Generation),;None;2020-02-22 21:45:00;9
2020-03-25-005358;Apple has sourced, procured and is donating 10 million masks to the medical community in the United States,;Tim Cook;2020-03-25 00:00:00;35
2020-03-30-005212;At Apple competition is out of the question,;Simon Sinek;2020-03-30 08:00:00;1
2020-01-10-012799;Colgate () - Get Report has a 24 multiple. Colgate kind of sucks, but it's a zero product company. Apple may be the foremost consumer product company in the world, but it trades as if [ it's ] a little bit better than a hardware company but not as good as a software company. So my argument would be it is becoming a consumer product company. So give it a consumer product multiple. If I were running a research department right now, I would switch Apple from tech to consumer products. They are the foremost tech company I know, but the multiple new consumer product companies are so much better and they deserve it,;Jim Cramer;2020-01-10 18:30:00;1
2020-01-20-079402;We used to store around 1200 apple boxes at Lasipora cold store but this year we didn't,;Muhammad Syed;2020-01-20 12:57:00;1
2020-01-13-061599;Text from my boyfriend, followed by a text from my mum who was doing the shopping on my iPad and could see all the messages coming through.;None;2020-01-13 12:51:14;2
2020-04-06-006787;But the biggest change was when we became an Apple Authorised Service Provider,;Alex Clarke;2020-04-06 09:00:00;2
2020-04-06-043376;The entire school system, thanks to the Apple grant is equipped with personal devices for every students and every teacher,;Dr. John;2020-04-06 22:59:13;1
2020-02-04-106751;We see a bright yellow future where every hit song on Apple Music has a companion Verified episode featuring the lyrics and meaning, straight from the artists themselves. This is the first step towards that reality.;None;2020-02-04 21:03:00;1
2020-01-31-007113;Apple TV + to sign `SNL' star Cecily Strong for musical comedy;None;2020-01-31 13:08:28;1
2020-01-23-097895;This was one of those songs I heard in the car as a kid in the days before iPhones or streaming, so it haunted me for years when I didn't hear the title or artist. Sometime around 8th grade, it found me again and I wrote down the lyrics as fast as I could so I could search for it. I forced my mom to drive me to Best Buy so I could buy the double album and it changed my life. It made me nostalgic for my childhood at the time, which is funny to think about now. It still makes me feel nostalgic every time I hear it.;None;2020-01-23 19:39:58;1
2020-04-16-061900;We reiterate our view that Apple still targets to sell the two 6.1-inch iPhones in late September, but a one - to two-month delay is more realistic for the 5.4-inch and the 6.7-inch new iPhones,;William Yang;2020-04-16 14:05:12;1
2020-02-12-007315;Apple Pay Could Account for 10 Percent of Global Card Transactions by 2025 and Even Rival PayPal;Margrethe Vestager;2020-02-12 10:35:06;1
2020-01-15-080154;The iPhone has most of the components to be one of the most important social gaming platforms. It has ease of access through the App Store, where games are even more accessible than on a social network. It's social, and it connects online easily. And, of course, it's always with you, so the games are always available for you to play. We believe social games will penetrate the iPhone more than any other platform.;Mark Pincus;2020-01-15 10:30:00;1
2020-02-27-005407;Apple pie. Baseball. Christmas. He really embodies the traditions we hold so dear.;None;2020-02-27 21:07:05;2
2020-01-30-001613;A lot of Apple security is amazing and really benefits the average user, but once you're a target of an advanced adversary or three letter agency, the advanced security of these devices can be used against you,;None;2020-01-30 01:04:40;1
2020-01-06-060768;The iPhone XR is an excellent phone now at an even better price. It offers a lot of the features of the new iPhone 11 and even comes in some colours you might prefer. Some might argue the screen lacks a high resolution. While they're not wrong, the display here is still nice and colourful. The camera also isn't as good as the dual-lens array on the iPhone 11.;None;2020-01-06 20:38:09;2
2020-02-18-080868;The situation is evolving, and we will provide more information during our next earnings call in April. Apple is fundamentally strong, and this disruption to our business is only temporary. Our first priority -- now and always -- is the health and safety of our employees, supply chain partners, customers and the communities in which we operate,;None;2020-02-18 23:51:33;1
2020-04-13-054398;Tracy Morgan bought my younger sister a new iPhone many years ago. Tracy was behind my mother and sister in line at the Verizon store when they brought her phone in to get fixed. The Verizon employee said the damage to her phone wasn't covered under insurance and my mom couldn't afford to buy her a new phone. Tracy saw my sister get emotional and ended up buying her a new phone right then and there. My mom tried to protest but he just told her to pay it forward.;None;2020-04-13 02:15:16;1
2020-01-21-053274;Mangoes may have a few marks, apples may be a little smaller, but it's important for consumers to know that even if fresh produce doesn't look absolutely perfect, it still tastes just as good - and they'll be helping our farmers at a time when they need it most.;Mark Furner;2020-01-21 03:30:00;2
2020-03-17-088071;When Apple says they're going to close, that's half the mall traffic in the US,;Jan Rogers Kniffen;2020-03-17 08:34:05;3
2020-02-10-006338;Apple needs to fix those keyboards... They are impossible to write on -- they've gotten worse. It makes me want to go back to PCs. Because PC keyboards, the bounce-back for your fingers is way better,;Taika Waititi;2020-02-10 00:00:00;3
2020-02-07-007094;Apple needs to fix those keyboards, They are impossible to write on they have gotten worse. It makes me want to go back to PCs. Because PC keyboards, the bounce-back for your fingers is way better. Hands up who still uses a PC? You know what I am talking about. It is a way better keyboard. Those Apple keyboards are horrendous,;Taika Waititi;2020-02-07 00:00:00;5
2020-04-05-034205;When a relocation buyer isn't sure if they want to be in the city or in the suburbs, you have to show them both examples, because it's very difficult to compare apples to oranges,;Trent Johnson;2020-04-05 04:00:00;1
2020-01-28-006702;Apple nuh talk to nobody. She quiet and nuh trouble nuhbody,;None;2020-01-28 05:41:06;1
2020-04-04-022234;Our guys are putting the work in, I don't need an Apple watch to track them,;Dabo Swinney;2020-04-04 00:39:06;2
2020-03-11-084177;While this funding as helpful to the apple exporters in the northwestern U.S., the payments have benefited large agri-businesses and weren't helpful to the smaller grower in the Northeast,;None;2020-03-11 15:44:09;1
2020-02-07-017079;Dominick Reyes, one of the greatest athletes in Apple Valley history,;Jon Jones;2020-02-07 15:00:00;1
2020-02-25-002055;According to reports, this woman na runs woman wey dey hustle for Madam two bottles joint for Koko. Our findings show say some guys carry her go doke for Benin, and dem leave her with 200k and iPhone. Dem carry her con dump for Boyo Road Sapele, just as dem dump her nai she start to dey kolo. Boys don move with the 200k and iPhone wey dem see for her hand. This na situation report as we go keep unu posted with more details subsequently.;Peter Obi;2020-02-25 14:45:10;1
2020-02-28-002749;All an attacker would need to do is to get an iPhone 4 exploit. My client was traveling in a high-risk country, his phone was cloned and then after he left the country, all sorts of interesting things happened to his accounts.;Aaron Turner;2020-02-28 19:42:11;1
2020-02-18-107117;When you think of New York, there's great pizza, Broadway... and the New York Post. Their headlines are infamous, and their crime reporting is what investigative reporting is all about. We are thrilled that we can bring viewers into the newsroom and behind the scenes of the crimes that rocked the Big Apple to its core,;None;2020-02-18 15:24:29;6
2020-01-17-076038;The data clearly shows that the 4Q 2019 launches of both Disney + and Apple TV + DID NOT immediately inflict significant damage to the streaming market structure. Rather than serving as substitutes, perhaps multiple major SVOD services will serve as complements and augment the penetration of streaming as a whole,;Michael Nathanson;2020-01-17 14:57:56;1
2020-02-05-051088;It needs to be edited and designed to fit well on a screen that fits in the palm of your hand, and to fit within the technology that is available to the audience: the iPhone video and Instagram,;Alexandre de Betak;2020-02-05 15:21:56;1
2020-02-05-081857;the Apple of vegan food products,;None;2020-02-05 15:45:48;1
2020-01-08-072615;The Ken Starr investigation, all the work leading up to the impeachment of Clinton was so dramatically different that there's not really apples to apples comparison. The fact is in front of us right now we have witnesses that have information that is relevant to the determination that the Senate is going to have to make.;Dan Kildee;2020-01-08 14:34:20;2
2020-02-17-087094;would like to build an iPad app,;Adam Mosseri;2020-02-17 04:54:43;8
2020-03-04-048741;Prevar and AIGN ® have worked together to protect and commercialize a number of new Prevar varieties including Rockit ®, Dazzle ™, Smitten ®, Cherish ® and Lemonade ® apples as well as Piqa ® Boo ® and Reddy Robin ® pears;Jim McLean;2020-03-04 03:00:13;1
2020-02-05-095968;They could have given us that information. It would have been very helpful. Apple has to help us. And I'm very strong on it,;William P. Barr;2020-02-05 17:06:19;2
2020-01-20-085809;Xnor's AI-enabled image recognition tools could well become standard features in future iPhones and webcams,;None;2020-01-20 07:08:04;2
2020-02-10-006333;Apple needs to fix those keyboards, they are impossible to write on [ and ] they've gotten worse,;Taika Waititi;2020-02-10 11:23:00;1
2020-01-28-028074;I called him and I said, `Has Apple or Google or Oracle called you to get you a new van?' He said, `Come on you know nobody is going to get me a van. ';Bill Smith;2020-01-28 00:00:00;1
2020-04-03-061508;There's the sound of the siren of an ambulance playing throughout large sections of the track, this is because, despite having headphones on, I could hear an ambulance pass while I was producing the track, the sound suited, so I decided to record the siren on my iPhone and put it into the track.;None;2020-04-03 14:11:51;1
2020-03-16-084716;You never hear a Fiona Apple line and say, `That's cheesy. ';Mikaela Straus;2020-03-16 06:00:00;1
2020-01-07-027063;I literally bought him an Apple Watch to show him how much I cared about him, and he couldn't even use it to text me.;None;2020-01-07 00:00:00;1
2020-01-03-012274;during the altercation one of the offenders doused him with apple juice.;None;2020-01-03 16:16:47;5
2020-02-07-022418;Girls are like apples... the best ones are at the top of the trees. The boys don't want to reach for the good ones because they are afraid of falling and getting hurt. Instead, they just get the rotten apples that are on the ground that aren't as good, but easy. So the apples at the top think there is something wrong with them, when, in reality, they are amazing. They just have to wait for the right boy to come along, the one who's brave enough to climb all the way to the top of the tree...;Heather Penney;2020-02-07 14:39:00;1
2020-02-11-006822;Anybody telling you they're selling an OEM Apple screen for $20 or $30 -- that's just not true,;Matt McCormick;2020-02-11 00:00:00;1
2020-01-03-006591;bad news for the likes of Qualcomm Inc. and Apple Inc. that depend on China for much of their revenue.;Jack Ma;2020-01-03 12:05:00;2
2020-01-02-053180;The old expression -- one bad apple can spoil the whole bunch -- this is one bad bottle can spoil the whole bunch. A bottle that is mislabeled, incorrect and in violation of law, puts a dark mark on the whole industry. That's what we want to avoid.;Chuck Schumer;2020-01-02 00:00:00;1
2020-02-19-060207;Once Mahershala agreed to join us I knew we had something really special. To be making this movie with Mahershala and Anonymous at Apple is an absolute dream,;Benjamin Cleary;2020-02-19 18:14:00;8
2020-03-14-040266;We will be closing all of our retail stores outside of Greater China until March 27. We are committed to providing exceptional service to our customers. Our online stores are open at www.apple.com, or you can download the Apple Store app on the App Store. For service and support, customers can visit support.apple.com,;Tim Cook;2020-03-14 08:02:29;1
2020-01-03-017657;He recommends drinking hot water with a spoonful of organic apple cider vinegar and natural honey as a sleep aid,;Jason McCarthy;2020-01-03 21:53:11;2
2020-02-11-036799;I think the balance that Apple have drawn is a good one,;Alan Woodward;2020-02-11 00:00:00;1
2020-01-15-090968;Think about it: If it was [ Apple CEO ] Tim Cook's son, wouldn't he be rushing to figure out how to get this done?;Rick Scott;2020-01-15 11:00:23;1
2020-02-16-003091;Apple's proposed rule conditioning compensability on whether an employee can theoretically avoid bringing a bag, purse, or iPhone to work does not offer a workable standard, and certainly not an employee protective one,;Tani Cantil-Sakauye;2020-02-16 22:53:20;1
2020-01-08-034733;I would be thrilled to see it restored. I can't tell you how many times people stop and take pictures of it. It just goes back to that feel-good, apple pie and ole red white and blue American feeling.;None;2020-01-08 14:08:08;1
2020-04-01-059432;The UK is one of Apple's biggest markets and with Apple having such a user-friendly interface, this could be another challenge. Will these users want to go from an iPhone to a device for seniors?;Marta Pinto;2020-04-01 11:09:06;1
2020-01-22-109203;We shot on a little Sony tourist 4K camera with a shotgun mic and one wireless lav that could be thrown into a bag, held under an arm, and with an iPhone 10.;David France;2020-01-22 23:00:03;1
2020-04-15-043979;Paul has his own personal problems, but at the same time he is obligated into Apple for a number of years and he is as aware as anybody else in the organisation that if he broke his contract, which he couldn't do anyway, it would be financially disastrous from a tax point of view for John, George, Ringo and himself.;Alan Klein;2020-04-15 16:29:25;1
2020-02-07-104600;We believe in offering players a transparent experience when it comes to in-game purchases and take great care to provide notices and disclosures to our consumers about purchases made both on our platform and through third parties like Apple or Google.;Irina Efremova;2020-02-07 22:45:00;1
2020-02-20-097716;You take your art, imagine your dream, use the ipad and then wham your dream is on the digital level,;None;2020-02-20 12:36:51;1
2020-03-03-004438;Anything you can do to make this magical is really important. You'd don't want to be losing the battle to Netflix because people go to the cinema and feel like they're not getting anything out of the experience. There needs to be a reason you want to come to this room and not watch it on an iPhone on the train.;Edgar Wright;2020-03-03 23:00:50;1
2020-02-07-007093;Apple did a really good holiday season in Europe and Samsung had a good performance in 2Q and 3Q2019. The volumes these two brands make up the greater bulk of the market, in some countries coming up to more than 80% of the volumes (and higher in terms of value),;Marta Pinto;2020-02-07 12:25:23;2
2020-01-27-006002;Apple TV + picks up acclaimed `Boys State' political documentary, exec. produced by Laurene Powell Jobs;None;2020-01-27 21:13:40;1
2020-02-21-014459;For example, noted street artist Banksy has appeared alongside President Barack Obama and Apple founder Steve Jobs on Time magazine's list of the world's 100 most influential people,;None;2020-02-21 00:00:00;1
2020-02-07-033267;I haven't turned on my Apple Watch. It's just sitting on the bedside because I can't do it,;None;2020-02-07 23:21:56;1
2020-01-30-088782;The launch of Apple Pay is an important advancement in innovation and convenience for Najm Prepaid customers,;None;2020-01-30 15:02:09;14
2020-03-23-068679;To prioritize the health and safety of its staff and guests, beginning today, Apple Music hosts will record their shows with field equipment from their homes, working virtually via FaceTime on iPhone,;None;2020-03-23 16:13:08;2
2020-01-23-005033;Analysts are expecting a continuation of what we saw towards the back half of 2019, which is some modest improvements in iPhone sales, but really strong growth in wearables and services. There probably won't be a specific discussion of 5G but what we'll be looking for is some general discussion that Apple is getting ready for the next generation of iPhones and technologies and some general preparedness and execution for 5G.;Nelson Wang;2020-01-23 20:11:21;1
2020-02-28-031088;If I make tons of money on apple pies but lose tons of money on cherry pies,;None;2020-02-28 21:51:10;1
2020-03-22-036497;to take a bite out of Apple;Geoffrey Cain;2020-03-22 05:34:06;5
2020-01-06-005241;Apple roared into the TV game with `Morning Show,;Ricky Gervais;2020-01-06 19:37:26;1
2020-03-05-004783;Android for the iPhone has many exciting practical applications, from forensics research to dual-booting ephemeral devices to combatting e-waste. Our goal has always been to push mobile research forward, and we're excited to see what the developer community builds from this foundation,;None;2020-03-05 21:08:15;2
2020-02-02-054619;We're excited to partner with Apple and 10T Tech to be the first certified carrier in Guam and the Marianas to offer eSIM,;None;2020-02-02 20:00:01;1
2020-02-11-092735;They were fine way back in the days when we only needed a handful of them, but these days you need a password to do everything from transferring photos from a camera to an iPad through to ordering a pizza. We probably each have hundreds of the darned things,;Ben Lovejoy;2020-02-11 19:05:09;1
2020-01-30-011094;Bezos, one of the richest and most influential businesspeople in the United States, on the planet, is using the same technology -- an iPhone X and WhatsApp -- that all of us are using.;Thomas Rid;2020-01-30 18:21:44;1
2020-04-08-055298;There will be nothing that's not controversial to add in. And so anytime you add something in you run the risk of further upsetting the apple cart,;None;2020-04-08 23:30:00;1
2020-03-05-084130;We must abandon the idea that for Apple to win, Microsoft must lose,;Steve Jobs;2020-03-05 16:31:50;1
2020-01-21-030518;I know that the apple season is going to be launched this weekend,;Sarah Richards;2020-01-21 12:49:00;1
2020-03-17-005144;Apple has abused the economic dependence of these (independent) distributors on it by subjecting them to unfair and unfavorable commercial conditions compared;Isabelle de Silva;2020-03-17 12:39:39;1
2020-02-14-048176;It happened on the back of price drops on previous generation iphone models (iPhone XR, 7, 8). This, along with affordability schemes like cashbacks, EMIs especially on the e-tailer platforms during festive quarter of Diwali, led to this growth,;None;2020-02-14 00:00:00;9
2020-01-20-076773;We have a space for 20,000 metric tons in which 20 lakh kg apple can be stored. However, in 2019 only 10,000 metric tons were filled. The bookings were lower than the previous years and caused us losses.;Riyaz Ahmad;2020-01-20 12:57:00;1
2020-02-14-049225;It is one of the most beautiful apples I have ever seen. Fat, round and heavy, it sits on the table like a golden orb. It has an enticing perfumed aroma, like old-fashioned roses and fresh grass. A single bite reveals an incredibly crisp interior with cream-coloured flesh and a flavour reminiscent of cooked apple and summer blossom;Richard Cornish;2020-02-14 12:36:00;1
2020-01-30-056128;It's easy to assume everyone in this business is totally cynical, but taking that approach kept you out of some monster gains in Apple and in GE,;Jim Cramer;2020-01-30 00:06:08;2
2020-02-09-029098;Let's go over to Apple Records and see if we can find a Beatle to play some music to.;Peter Asher;2020-02-09 00:00:00;63
2020-04-14-074010;While protecting your privacy, we are sharing aggregated mobility data from Apple Maps to help public health authorities learn how people travel in their communities and to provide valuable insights to stop the spread of COVID-19,;Tim Cook;2020-04-14 17:25:16;1
2020-02-14-007139;As a father, all my children are my favourites, but Khushi is the apple of my eyes. Woh chhoti hai na? Sab se chhoti bacchi hai meri (she is the youngest, isn't it? the youngest child of mine).;Boney Kapoor;2020-02-14 00:00:00;10
2020-03-29-006200;For the 2-year-old, my biggest hurdle is keeping him from grabbing the iPad or banging on the keys on my computer. But when he hears a song he recognizes, he is transfixed. He is singing along, doing all the motions, and smiling the biggest smile of the day,;None;2020-03-29 00:00:00;1
2020-02-25-005100;Apple technology is making a meaningful impact on scientific research through the powerful capabilities of iPhone and Apple Watch, all with privacy at the center of the participant experience,;Tim Cook;2020-02-25 16:40:42;5
2020-03-26-006964;Basically, you go on vacation and the data is lost. This means apps must necessarily keep the data on a server, or they risk losing it all because Apple thinks this equates to privacy,;None;2020-03-26 13:44:00;1
2020-02-17-023314;I had [ Apple ] when the coronavirus was announced and it dropped, but I held it until there was better news. It dropped roughly 4% between Jan. 24-27 and later on it went back up roughly 6.5% from Feb. 3-12.;Roy Franklin;2020-02-17 21:24:14;1
2020-01-15-099051;we are helping Apple all of the time;President Trump;2020-01-15 21:23:55;1
2020-01-10-038033;If you look at our results, our shortfall is over 100 per cent from iPhone and it's primarily in greater China,;Tim Cook;2020-01-10 13:45:55;1
2020-01-22-104887;We cross now with our iPads and laptops and our phones, and in my phone is my banking information and my emails,;Wayne Long;2020-01-22 22:09:17;2
2020-02-17-087052;Worldwide iPhone supply will be temporarily constrained,;None;2020-02-17 13:21:00;31
2020-01-17-007937;At first we were like, `Oh no, not another gin taking up shelf space.' But we were pleasantly surprised. Neversink Spirits Gin uses apples sourced regionally for the base -- who knew apples and juniper were meant for each other? I'm a big fan of it in a martini: It holds up really well to most vermouths.;None;2020-01-17 16:00:00;1
2020-01-16-036206;I totally forgot that Rihanna was used as the track for an iPad 2 guided tour. What a weird year.;None;2020-01-16 10:53:53;1
2020-03-18-045355;My dad lives in an independent living facility apartment in Apple Valley. They're closed to all but essential visitors. If I were to get sick, I would not be able to help him maintain his home -- bills, pill management, groceries, etc.,;Leslie Clark;2020-03-18 16:43:06;1
2020-01-13-067227;The latest iPhones won't use anything more than 18W, Google Pixel 20W. Even the smaller Galaxy Note10 will only use 25W of that 45W charger.;Derek Meister;2020-01-13 17:02:32;1
